Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Toyota,Avalon Hybrid,2016,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,40,2031,36650
Toyota,Avalon Hybrid,2016,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,40,2031,38100
Toyota,Avalon Hybrid,2016,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,40,2031,41950
Toyota,Avalon Hybrid,2017,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,40,2031,42550
Toyota,Avalon Hybrid,2017,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,40,2031,38700
Toyota,Avalon Hybrid,2017,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,40,2031,37250
Toyota,Avalon,2015,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21,2031,37170
Toyota,Avalon,2015,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,31,21,2031,32285
Toyota,Avalon,2015,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21,2031,39980
Toyota,Avalon,2015,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21,2031,36080
Toyota,Avalon,2015,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,31,21,2031,34140
Toyota,Avalon,2016,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21,2031,37050
Toyota,Avalon,2016,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,31,21,2031,35850
Toyota,Avalon,2016,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21,2031,40450
Toyota,Avalon,2016,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,31,21,2031,32650
Toyota,Avalon,2016,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,31,21,2031,34400
Toyota,Avalon,2017,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,30,21,2031,41050
Toyota,Avalon,2017,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,30,21,2031,37650
Toyota,Avalon,2017,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,2031,33250
Toyota,Avalon,2017,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,2031,36450
Toyota,Avalon,2017,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,2031,35000
Toyota,Camry Hybrid,2015,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,38,40,2031,29980
Toyota,Camry Hybrid,2015,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,38,40,2031,27995
Toyota,Camry Hybrid,2015,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,43,2031,26790
Toyota,Camry Hybrid,2016,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,38,40,2031,30140
Toyota,Camry Hybrid,2016,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,38,40,2031,27995
Toyota,Camry Hybrid,2016,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,43,2031,26790
Toyota,Camry Hybrid,2017,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,38,42,2031,26790
Toyota,Camry Hybrid,2017,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,37,40,2031,27995
Toyota,Camry Hybrid,2017,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,37,40,2031,30140
Toyota,Camry,2015,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,25,2031,26150
Toyota,Camry,2015,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,25,2031,26150
Toyota,Camry,2015,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,31,21,2031,31370
Toyota,Camry,2015,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21,2031,31370
Toyota,Camry,2015,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,25,2031,22970
Toyota,Camry,2015,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,25,2031,23840
Toyota,Camry,2016,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,25,2031,26310
Toyota,Camry,2016,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,25,2031,23840
Toyota,Camry,2016,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,25,2031,26310
Toyota,Camry,2016,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,25,2031,25715
Toyota,Camry,2016,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,25,2031,23070
Toyota,Camry,2016,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21,2031,31370
Toyota,Camry,2016,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,31,21,2031,31370
Toyota,Camry,2017,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,33,24,2031,23070
Toyota,Camry,2017,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,33,24,2031,23840
Toyota,Camry,2017,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,33,24,2031,26310
Toyota,Camry,2017,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,2031,31370
Toyota,Camry,2017,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,30,21,2031,31370
Toyota,Camry,2017,regular unleaded,178,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,33,24,2031,26310
Toyota,Corolla iM,2017,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27,2031,18750
Toyota,Corolla iM,2017,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,28,2031,19490
Toyota,Corolla,2015,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,42,30,2031,18965
Toyota,Corolla,2015,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,29,2031,18965
Toyota,Corolla,2015,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,40,30,2031,19665
Toyota,Corolla,2015,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,29,2031,19895
Toyota,Corolla,2015,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,36,27,2031,17550
Toyota,Corolla,2015,regular unleaded,132,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,28,2031,16950
Toyota,Corolla,2015,regular unleaded,132,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,28,2031,21495
Toyota,Corolla,2015,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,29,2031,22025
Toyota,Corolla,2015,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,29,2031,22955
Toyota,Corolla,2015,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,29,2031,19195
Toyota,Corolla,2015,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,40,30,2031,22725
Toyota,Corolla,2015,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,29,2031,18565
Toyota,Corolla,2016,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,42,30,2031,19135
Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,29,2031,19135
Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,29,2031,20065
Toyota,Corolla,2016,regular unleaded,132,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,28,2031,17300
Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,29,2031,23125
Toyota,Corolla,2016,regular unleaded,132,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,28,2031,21665
Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,29,2031,22195
Toyota,Corolla,2016,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,40,30,2031,19835
Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,29,2031,20635
Toyota,Corolla,2016,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,40,30,2031,22895
Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,36,27,2031,17900
Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,29,2031,18735
Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,29,2031,19365
Toyota,Corolla,2017,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,35,28,2031,22680
Toyota,Corolla,2017,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,40,30,2031,21300
Toyota,Corolla,2017,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,36,28,2031,18500
Toyota,Corolla,2017,regular unleaded,132,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,27,2031,21665
Toyota,Corolla,2017,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,40,30,2031,19335
Toyota,Corolla,2017,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,35,28,2031,21900
Toyota,Corolla,2017,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,36,28,2031,21825
Toyota,Corolla,2017,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,36,28,2031,18935
Toyota,Corolla,2017,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,35,28,2031,20445
Toyota,FJ Cruiser,2013,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,16,2031,27030
Toyota,FJ Cruiser,2013,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,17,2031,28620
Toyota,FJ Cruiser,2013,regular unleaded,260,6,MANUAL,four wheel drive,4,N/A,Midsize,4dr SUV,18,15,2031,28210
Toyota,FJ Cruiser,2014,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,17,2031,29270
Toyota,FJ Cruiser,2014,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,16,2031,27680
Toyota,FJ Cruiser,2014,regular unleaded,260,6,MANUAL,four wheel drive,4,N/A,Midsize,4dr SUV,18,15,2031,28860
Toyota,Highlander Hybrid,2014,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,28,27,2031,47300
Toyota,Highlander Hybrid,2014,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,28,27,2031,49790
Toyota,Highlander Hybrid,2015,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,28,27,2031,47850
Toyota,Highlander Hybrid,2015,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,28,27,2031,50340
Toyota,Highlander Hybrid,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,28,27,2031,50485
Toyota,Highlander Hybrid,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,28,27,2031,47870
Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,2031,34750
Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,2031,31070
Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,2031,44140
Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,2031,38050
Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,2031,41650
Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,2031,42680
Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,2031,32530
Toyota,Highlander,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,20,2031,29765
Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,2031,33290
Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,2031,36590
Toyota,Highlander,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,2031,40190
Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,2031,34395
Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,2031,38775
Toyota,Highlander,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,20,2031,30490
Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,2031,42375
Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,2031,44990
Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,2031,33475
Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,2031,43530
Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,2031,32015
Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,2031,40915
Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,2031,35855
Toyota,Highlander,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,2031,37315
Toyota,Land Cruiser,2015,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13,2031,80155
Toyota,Land Cruiser,2016,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13,2031,83825
Toyota,Land Cruiser,2017,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13,2031,84325
Toyota,Matrix,2013,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,25,2031,20115
Toyota,Matrix,2013,regular unleaded,158,4,AUTOMATIC,all wheel drive,4,Hatchback,Compact,4dr Hatchback,26,20,2031,22415
Toyota,Matrix,2013,regular unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,21,2031,20265
Toyota,Matrix,2013,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,29,21,2031,21455
Toyota,Matrix,2013,regular unleaded,132,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,26,2031,19275
Toyota,Prius c,2014,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,20030
Toyota,Prius c,2014,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,19080
Toyota,Prius c,2014,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,21765
Toyota,Prius c,2014,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,23360
Toyota,Prius c,2015,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,20340
Toyota,Prius c,2015,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,21765
Toyota,Prius c,2015,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,19540
Toyota,Prius c,2015,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,24475
Toyota,Prius c,2016,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,20360
Toyota,Prius c,2016,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,19560
Toyota,Prius c,2016,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,24495
Toyota,Prius c,2016,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,21785
Toyota,Prius c,2016,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031,21355
Toyota,Prius Prime,2017,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,53,55,2031,27100
Toyota,Prius Prime,2017,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,53,55,2031,33100
Toyota,Prius Prime,2017,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,53,55,2031,28800
Toyota,Prius v,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031,26675
Toyota,Prius v,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031,28060
Toyota,Prius v,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031,30935
Toyota,Prius v,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031,29695
Toyota,Prius v,2016,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031,26675
Toyota,Prius v,2016,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031,28060
Toyota,Prius v,2016,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031,30935
Toyota,Prius v,2016,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031,29695
Toyota,Prius v,2017,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,39,43,2031,26675
Toyota,Prius v,2017,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,39,43,2031,29695
Toyota,Prius v,2017,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,39,43,2031,28060
Toyota,Prius v,2017,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,39,43,2031,30935
Toyota,Prius,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,48,51,2031,25765
Toyota,Prius,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,48,51,2031,30005
Toyota,Prius,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,48,51,2031,24200
Toyota,Prius,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,48,51,2031,28435
Toyota,Prius,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,48,51,2031,26985
Toyota,Prius,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,48,51,2031,23215
Toyota,Prius,2016,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,24200
Toyota,Prius,2016,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,26250
Toyota,Prius,2016,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,28650
Toyota,Prius,2016,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,30000
Toyota,Prius,2016,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,53,58,2031,24700
Toyota,Prius,2016,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,28100
